match_id,players_in_chat,percent_players_in_chat
44311,5,50.0
44312,2,20.0
44313,9,90.0
44314,3,30.0
44315,7,70.0
44316,6,60.0
44317,5,50.0
44318,3,30.0
44319,2,20.0
44320,8,80.0
44321,7,70.0
44322,4,40.0
44323,8,80.0
44324,10,100.0
44325,9,90.0
44326,6,60.0
44327,3,30.0
44328,8,80.0
44329,4,40.0
44330,7,70.0
44331,6,60.0
44332,3,30.0
44333,4,40.0
44334,8,80.0
44335,5,50.0
44336,8,80.0
44337,6,60.0
44338,6,60.0
44339,3,30.0
44340,6,60.0
44341,2,20.0
44342,9,90.0
44343,7,70.0
44344,4,40.0
44345,6,60.0
44346,8,80.0
44347,5,50.0
44348,6,60.0
44349,5,50.0
44350,8,80.0
44351,6,60.0
44352,4,40.0
44353,6,60.0
44354,8,80.0
44355,5,50.0
44356,8,80.0
44357,6,60.0
44358,8,80.0
44359,8,80.0
44360,9,90.0
44361,7,70.0
44362,10,100.0
44363,8,80.0
44364,4,40.0
44365,8,80.0
44366,4,40.0
44367,4,40.0
44368,4,40.0
44369,9,90.0
44370,6,60.0
44371,3,30.0
44372,4,40.0
44373,3,30.0
44374,6,60.0
44375,3,30.0
44376,7,70.0
44377,6,60.0
44378,6,60.0
44379,8,80.0
44380,4,40.0
44381,5,50.0
44382,8,80.0
44383,3,30.0
44384,5,50.0
44385,5,50.0
44386,7,70.0
44387,7,70.0
44388,5,50.0
44389,7,70.0
44390,9,90.0
44391,4,40.0
44392,7,70.0
44393,8,80.0
44394,5,50.0
44395,9,90.0
44396,6,60.0
44397,4,40.0
44398,6,60.0
44399,6,60.0
44400,7,70.0
44401,1,10.0
44402,3,30.0
44403,3,30.0
44404,7,70.0
44405,5,50.0
44406,7,70.0
44407,5,50.0
44408,4,40.0
44409,7,70.0
44410,6,60.0
44411,4,40.0
44412,6,60.0
44413,4,40.0
44414,6,60.0
44415,7,70.0
44416,5,50.0
44417,6,60.0
44418,6,60.0
44419,8,80.0
44420,6,60.0
44421,7,70.0
44422,5,50.0
44423,5,50.0
44424,7,70.0
44425,7,70.0
44426,9,90.0
44427,7,70.0
44428,4,40.0
44429,5,50.0
44430,6,60.0
44431,6,60.0
44432,2,20.0
44433,5,50.0
44434,6,60.0
44435,2,20.0
44436,4,40.0
44437,8,80.0
44438,4,40.0
44439,5,50.0
44440,5,50.0
44441,6,60.0
44442,5,50.0
44443,5,50.0
44444,6,60.0
44445,7,70.0
44446,6,60.0
44447,4,40.0
44448,4,40.0
44449,6,60.0
44450,5,50.0
44451,6,60.0
44452,2,20.0
44453,6,60.0
44454,9,90.0
44455,5,50.0
44456,8,80.0
44457,7,70.0
44458,4,40.0
44459,7,70.0
44460,4,40.0
44461,5,50.0
44462,6,60.0
44463,4,40.0
44464,7,70.0
44465,5,50.0
44466,5,50.0
44467,9,90.0
44468,9,90.0
44469,5,50.0
44470,7,70.0
44471,7,70.0
44472,7,70.0
44473,4,40.0
44474,6,60.0
44475,3,30.0
44476,10,100.0
44477,8,80.0
44478,5,50.0
44479,5,50.0
44480,5,50.0
44481,7,70.0
44482,2,20.0
44483,8,80.0
44484,7,70.0
44485,7,70.0
44486,7,70.0
44487,9,90.0
44488,10,100.0
44489,3,30.0
44490,8,80.0
44491,8,80.0
44492,5,50.0
44493,6,60.0
44494,7,70.0
44495,8,80.0
44496,6,60.0
44497,9,90.0
44498,6,60.0
44499,5,50.0
44500,8,80.0
44501,3,30.0
44502,5,50.0
44503,8,80.0
44504,7,70.0
44505,6,60.0
44506,7,70.0
44507,6,60.0
44508,7,70.0
44509,5,50.0
44510,9,90.0
44511,4,40.0
44512,4,40.0
44513,6,60.0
44514,8,80.0
44515,7,70.0
44516,7,70.0
44517,10,100.0
44518,8,80.0
44519,8,80.0
44520,4,40.0
44521,2,20.0
44522,7,70.0
44523,8,80.0
44524,8,80.0
44525,3,30.0
44526,4,40.0
44527,5,50.0
44528,7,70.0
44529,5,50.0
44530,7,70.0
44531,6,60.0
44532,6,60.0
44533,7,70.0
44534,5,50.0
44535,1,10.0
44536,10,100.0
44537,6,60.0
44538,6,60.0
44539,3,30.0
44540,9,90.0
44541,5,50.0
44542,7,70.0
44543,8,80.0
44544,5,50.0
44545,7,70.0
44546,7,70.0
44547,6,60.0
44548,7,70.0
44549,5,50.0
44550,6,60.0
44551,7,70.0
44552,4,40.0
44553,2,20.0
44554,3,30.0
44555,4,40.0
44556,6,60.0
44557,7,70.0
44558,10,100.0
44559,5,50.0
44560,3,30.0
44561,6,60.0
44562,7,70.0
44563,8,80.0
44564,6,60.0
44565,4,40.0
44566,9,90.0
44567,4,40.0
44568,4,40.0
44569,3,30.0
44570,6,60.0
44571,7,70.0
44572,6,60.0
44573,6,60.0
44574,4,40.0
44575,7,70.0
44576,8,80.0
44577,6,60.0
44578,6,60.0
44579,3,30.0
44580,7,70.0
44581,5,50.0
44582,7,70.0
44583,3,30.0
44584,3,30.0
44585,6,60.0
44586,8,80.0
44587,6,60.0
44588,5,50.0
44589,5,50.0
44590,1,10.0
44591,5,50.0
44592,7,70.0
44593,8,80.0
44594,7,70.0
44595,3,30.0
44596,8,80.0
44597,5,50.0
44598,8,80.0
44599,9,90.0
44600,5,50.0
44601,4,40.0
44602,3,30.0
44603,3,30.0
44604,4,40.0
44605,3,30.0
44606,6,60.0
44607,8,80.0
44608,7,70.0
44609,5,50.0
44610,9,90.0
44611,6,60.0
44612,9,90.0
44613,6,60.0
44614,6,60.0
44615,6,60.0
44616,6,60.0
44617,4,40.0
44618,8,80.0
44619,7,70.0
44620,5,50.0
44621,7,70.0
44622,5,50.0
44623,6,60.0
44624,4,40.0
44625,10,100.0
44626,8,80.0
44627,1,10.0
44628,5,50.0
44629,5,50.0
44630,5,50.0
44631,6,60.0
44632,6,60.0
44633,5,50.0
44634,6,60.0
44635,6,60.0
44636,5,50.0
44637,3,30.0
44638,6,60.0
44639,7,70.0
44640,6,60.0
44641,7,70.0
44642,2,20.0
44643,9,90.0
44644,5,50.0
44645,4,40.0
44646,8,80.0
44647,2,20.0
44648,8,80.0
44649,3,30.0
44650,10,100.0
44651,6,60.0
44652,5,50.0
44653,6,60.0
44654,5,50.0
44655,8,80.0
44656,7,70.0
44657,6,60.0
44658,3,30.0
44659,4,40.0
44660,5,50.0
44661,8,80.0
44662,3,30.0
44663,7,70.0
44664,7,70.0
44665,6,60.0
44666,6,60.0
44667,5,50.0
44668,8,80.0
44669,6,60.0
44670,6,60.0
44671,8,80.0
44672,4,40.0
44673,5,50.0
44674,6,60.0
44675,6,60.0
44676,8,80.0
44677,4,40.0
44678,7,70.0
44679,5,50.0
44680,7,70.0
44681,3,30.0
44682,9,90.0
44683,8,80.0
44684,4,40.0
44685,1,10.0
44686,8,80.0
44687,3,30.0
44688,7,70.0
44689,7,70.0
44690,7,70.0
44691,6,60.0
44692,8,80.0
44693,8,80.0
44694,5,50.0
44695,6,60.0
44696,4,40.0
44697,6,60.0
44698,9,90.0
44699,5,50.0
44700,5,50.0
44701,7,70.0
44702,6,60.0
44703,9,90.0
44704,3,30.0
44705,8,80.0
44706,4,40.0
44707,5,50.0
44708,5,50.0
44709,8,80.0
44710,7,70.0
44711,5,50.0
44712,7,70.0
44713,7,70.0
44714,9,90.0
44715,7,70.0
44716,5,50.0
44717,3,30.0
44718,2,20.0
44719,9,90.0
44720,5,50.0
44721,5,50.0
44722,2,20.0
44723,7,70.0
44724,8,80.0
44725,8,80.0
44726,6,60.0
44727,4,40.0
44728,4,40.0
44729,8,80.0
44730,7,70.0
44731,4,40.0
44732,5,50.0
44733,6,60.0
44734,5,50.0
44735,4,40.0
44736,10,100.0
44737,5,50.0
44738,4,40.0
44739,7,70.0
44740,5,50.0
44741,6,60.0
44742,6,60.0
44743,9,90.0
44744,7,70.0
44745,5,50.0
44746,8,80.0
44747,3,30.0
44748,6,60.0
44749,2,20.0
44750,8,80.0
44751,7,70.0
44752,5,50.0
44753,5,50.0
44754,2,20.0
44755,3,30.0
44756,6,60.0
44757,5,50.0
44758,6,60.0
44759,3,30.0
44760,3,30.0
44761,3,30.0
44762,5,50.0
44763,8,80.0
44764,4,40.0
44765,7,70.0
44766,8,80.0
44767,6,60.0
44768,7,70.0
44769,7,70.0
44770,8,80.0
44771,6,60.0
44772,5,50.0
44773,7,70.0
44774,8,80.0
44775,6,60.0
44776,5,50.0
44777,6,60.0
44778,8,80.0
44779,4,40.0
44780,6,60.0
44781,6,60.0
44782,5,50.0
44783,3,30.0
44784,6,60.0
44785,7,70.0
44786,2,20.0
44787,6,60.0
44788,4,40.0
44789,6,60.0
44790,4,40.0
44791,6,60.0
44792,7,70.0
44793,10,100.0
44794,6,60.0
44795,7,70.0
44796,6,60.0
44797,6,60.0
44798,5,50.0
44799,5,50.0
44800,6,60.0
44801,4,40.0
44802,7,70.0
44803,6,60.0
44804,5,50.0
44805,5,50.0
44807,7,70.0
44808,6,60.0
44809,5,50.0
44810,5,50.0
44811,4,40.0
44812,7,70.0
44813,3,30.0
44814,9,90.0
44815,3,30.0
44816,3,30.0
44817,8,80.0
44818,5,50.0
44819,6,60.0
44820,7,70.0
44821,6,60.0
44822,3,30.0
44823,8,80.0
44824,5,50.0
44825,7,70.0
44826,5,50.0
44827,6,60.0
44828,6,60.0
44829,6,60.0
44830,7,70.0
44831,6,60.0
44832,1,10.0
44833,3,30.0
44834,9,90.0
44835,1,10.0
44836,6,60.0
44837,4,40.0
44838,7,70.0
44839,6,60.0
44840,5,50.0
44841,7,70.0
44842,4,40.0
44843,6,60.0
44844,3,30.0
44845,4,40.0
44846,6,60.0
44847,7,70.0
44848,3,30.0
44849,9,90.0
44850,9,90.0
44851,5,50.0
44852,6,60.0
44853,6,60.0
44854,6,60.0
44856,5,50.0
44857,8,80.0
44858,8,80.0
44859,5,50.0
44860,7,70.0
44861,9,90.0
44862,6,60.0
44863,5,50.0
44864,6,60.0
44865,5,50.0
44866,3,30.0
44867,8,80.0
44868,7,70.0
44869,7,70.0
44870,6,60.0
44871,7,70.0
44872,6,60.0
44873,5,50.0
44874,5,50.0
44875,8,80.0
44876,3,30.0
44877,8,80.0
44878,5,50.0
44879,7,70.0
44880,6,60.0
44881,9,90.0
44882,9,90.0
44883,7,70.0
44884,8,80.0
44885,5,50.0
44886,9,90.0
44887,8,80.0
44888,9,90.0
44889,5,50.0
44890,7,70.0
44891,5,50.0
44892,9,90.0
44893,5,50.0
44894,6,60.0
44895,6,60.0
44896,7,70.0
44897,8,80.0
44898,8,80.0
44899,8,80.0
44900,7,70.0
44901,6,60.0
44902,7,70.0
44903,7,70.0
44904,5,50.0
44905,7,70.0
44906,6,60.0
44907,6,60.0
44908,2,20.0
44909,4,40.0
44910,5,50.0
44911,7,70.0
44912,8,80.0
44913,7,70.0
44914,4,40.0
44915,5,50.0
44916,9,90.0
44917,6,60.0
44918,5,50.0
44919,5,50.0
44920,8,80.0
44921,4,40.0
44922,8,80.0
44923,6,60.0
44924,7,70.0
44925,6,60.0
44926,3,30.0
44927,4,40.0
44928,6,60.0
44929,8,80.0
44930,5,50.0
44931,7,70.0
44932,8,80.0
44933,5,50.0
44934,6,60.0
44935,7,70.0
44936,3,30.0
44937,4,40.0
44938,6,60.0
44939,5,50.0
44940,3,30.0
44941,8,80.0
44942,8,80.0
44943,4,40.0
44944,6,60.0
44945,5,50.0
44946,6,60.0
44947,7,70.0
44948,6,60.0
44949,7,70.0
44950,6,60.0
44951,8,80.0
44952,7,70.0
44953,5,50.0
44954,9,90.0
44955,4,40.0
44956,6,60.0
44957,5,50.0
44958,6,60.0
44959,7,70.0
44960,6,60.0
44961,7,70.0
44962,8,80.0
44963,6,60.0
44964,3,30.0
44965,7,70.0
44966,7,70.0
44967,7,70.0
44968,6,60.0
44969,7,70.0
44970,7,70.0
44971,6,60.0
44972,3,30.0
44973,7,70.0
44974,7,70.0
44975,5,50.0
44976,9,90.0
44977,4,40.0
44978,6,60.0
44979,6,60.0
44980,6,60.0
44981,8,80.0
44982,6,60.0
44983,10,100.0
44984,3,30.0
44985,5,50.0
44986,4,40.0
44987,3,30.0
44988,6,60.0
44989,7,70.0
44990,6,60.0
44991,4,40.0
44992,3,30.0
44993,7,70.0
44994,8,80.0
44995,7,70.0
44996,8,80.0
44997,9,90.0
44998,6,60.0
44999,7,70.0
45000,8,80.0
45001,7,70.0
45002,7,70.0
45003,4,40.0
45004,1,10.0
45005,7,70.0
45006,3,30.0
45007,4,40.0
45008,8,80.0
45009,4,40.0
45010,5,50.0
45011,10,100.0
45012,8,80.0
45013,4,40.0
45014,5,50.0
45015,7,70.0
45016,3,30.0
45017,8,80.0
45018,5,50.0
45019,5,50.0
45020,8,80.0
45021,8,80.0
45022,8,80.0
45023,3,30.0
45024,5,50.0
45025,5,50.0
45026,8,80.0
45027,5,50.0
45028,7,70.0
45029,4,40.0
45030,7,70.0
45031,5,50.0
45032,9,90.0
45033,7,70.0
45034,6,60.0
45035,6,60.0
45036,4,40.0
45037,4,40.0
45038,7,70.0
45039,3,30.0
45040,6,60.0
45041,7,70.0
45042,8,80.0
45043,10,100.0
45044,6,60.0
45045,4,40.0
45046,2,20.0
45047,6,60.0
45048,7,70.0
45049,7,70.0
45050,8,80.0
45051,5,50.0
45052,7,70.0
45053,8,80.0
45054,6,60.0
45055,8,80.0
45056,8,80.0
45057,1,10.0
45058,6,60.0
45059,7,70.0
45060,7,70.0
45061,4,40.0
45062,8,80.0
45063,9,90.0
45064,8,80.0
45065,4,40.0
45066,5,50.0
45067,6,60.0
45068,8,80.0
45069,7,70.0
45070,8,80.0
45071,4,40.0
45072,5,50.0
45073,7,70.0
45074,5,50.0
45075,7,70.0
45076,8,80.0
45077,7,70.0
45078,6,60.0
45079,5,50.0
45080,9,90.0
45081,10,100.0
45082,3,30.0
45083,5,50.0
45084,4,40.0
45085,7,70.0
45086,8,80.0
45087,7,70.0
45088,7,70.0
45089,7,70.0
45090,8,80.0
45091,6,60.0
45092,7,70.0
45093,4,40.0
45094,8,80.0
45095,5,50.0
45096,6,60.0
45097,7,70.0
45098,6,60.0
45099,4,40.0
45100,8,80.0
45101,10,100.0
45102,9,90.0
45103,4,40.0
45104,8,80.0
45105,7,70.0
45106,8,80.0
45107,2,20.0
45108,8,80.0
45109,6,60.0
45110,5,50.0
45111,7,70.0
45112,8,80.0
45113,6,60.0
45114,3,30.0
45115,5,50.0
45116,3,30.0
45117,6,60.0
45118,8,80.0
45119,6,60.0
45120,4,40.0
45121,3,30.0
45122,5,50.0
45123,6,60.0
45124,8,80.0
45125,7,70.0
45126,7,70.0
45127,7,70.0
45128,9,90.0
45129,4,40.0
45130,5,50.0
45131,6,60.0
45132,9,90.0
45133,3,30.0
45134,8,80.0
45135,5,50.0
45136,7,70.0
45137,7,70.0
45138,5,50.0
45139,6,60.0
45140,6,60.0
45141,7,70.0
45142,4,40.0
45143,2,20.0
45144,8,80.0
45145,8,80.0
45146,10,100.0
45147,3,30.0
45148,5,50.0
45149,6,60.0
45150,7,70.0
45151,5,50.0
45152,6,60.0
45154,3,30.0
45155,7,70.0
45156,2,20.0
45157,6,60.0
45158,3,30.0
45159,6,60.0
45160,8,80.0
45161,5,50.0
45162,6,60.0
45163,5,50.0
45164,7,70.0
45165,6,60.0
45166,2,20.0
45167,5,50.0
45168,4,40.0
45169,9,90.0
45170,7,70.0
45171,7,70.0
45172,9,90.0
45173,8,80.0
45174,8,80.0
45175,9,90.0
45176,6,60.0
45177,8,80.0
45178,9,90.0
45179,6,60.0
45180,6,60.0
45181,7,70.0
45182,8,80.0
45183,7,70.0
45184,8,80.0
45185,5,50.0
45186,4,40.0
45187,6,60.0
45188,8,80.0
45189,6,60.0
45190,2,20.0
45191,3,30.0
45192,5,50.0
45193,9,90.0
45194,3,30.0
45195,8,80.0
45196,6,60.0
45197,4,40.0
45198,7,70.0
45199,4,40.0
45200,4,40.0
45201,4,40.0
45202,5,50.0
45203,6,60.0
45204,8,80.0
45205,4,40.0
45206,7,70.0
45207,3,30.0
45208,6,60.0
45209,7,70.0
45210,7,70.0
45211,8,80.0
45212,6,60.0
45213,3,30.0
45214,10,100.0
45215,8,80.0
45216,9,90.0
45217,9,90.0
45218,3,30.0
45219,4,40.0
45220,3,30.0
45221,7,70.0
45222,6,60.0
45223,7,70.0
45224,6,60.0
45225,3,30.0
45226,7,70.0
45227,4,40.0
45228,3,30.0
45229,6,60.0
45230,8,80.0
45231,6,60.0
45232,9,90.0
45233,9,90.0
45234,8,80.0
45235,9,90.0
45236,4,40.0
45237,8,80.0
45238,9,90.0
45239,8,80.0
45240,8,80.0
45241,4,40.0
45242,6,60.0
45243,7,70.0
45244,5,50.0
45245,2,20.0
45246,3,30.0
45247,4,40.0
45248,6,60.0
45249,3,30.0
45250,4,40.0
45251,5,50.0
45252,8,80.0
45253,7,70.0
45254,8,80.0
45255,6,60.0
45256,6,60.0
45257,3,30.0
45258,4,40.0
45259,5,50.0
45260,6,60.0
45261,8,80.0
45262,9,90.0
45263,10,100.0
45264,6,60.0
45265,3,30.0
45266,7,70.0
45267,10,100.0
45268,6,60.0
45269,2,20.0
45270,8,80.0
45271,4,40.0
45272,8,80.0
45273,1,10.0
45274,8,80.0
45275,3,30.0
45276,6,60.0
45277,10,100.0
45278,7,70.0
45279,9,90.0
45280,5,50.0
45281,6,60.0
45282,4,40.0
45283,6,60.0
45284,7,70.0
45285,7,70.0
45286,2,20.0
45287,8,80.0
45288,4,40.0
45289,5,50.0
45290,4,40.0
45291,8,80.0
45292,6,60.0
45293,4,40.0
45294,8,80.0
45295,5,50.0
45296,9,90.0
45297,6,60.0
45298,3,30.0
45299,6,60.0
45300,7,70.0
45301,7,70.0
45302,8,80.0
45303,9,90.0
45304,4,40.0
45305,8,80.0
45306,9,90.0
45307,8,80.0
45308,5,50.0
45309,6,60.0
45310,7,70.0
45311,5,50.0
45312,3,30.0
45313,4,40.0
45314,7,70.0
45315,7,70.0
45316,8,80.0
45317,5,50.0
45318,4,40.0
45319,5,50.0
45320,6,60.0
45321,6,60.0
45322,9,90.0
45323,6,60.0
45324,5,50.0
45325,4,40.0
45326,6,60.0
45327,9,90.0
45328,2,20.0
45329,4,40.0
45330,6,60.0
45331,5,50.0
45332,5,50.0
45333,5,50.0
45334,4,40.0
45335,7,70.0
45336,5,50.0
45337,8,80.0
45338,6,60.0
45339,3,30.0
45340,7,70.0
45341,5,50.0
45342,3,30.0
45343,5,50.0
45344,10,100.0
45345,5,50.0
45346,4,40.0
45347,7,70.0
45348,4,40.0
45349,5,50.0
45350,8,80.0
45351,6,60.0
45352,7,70.0
45353,7,70.0
45354,6,60.0
45355,7,70.0
45356,2,20.0
45357,6,60.0
45358,9,90.0
45359,7,70.0
45360,6,60.0
45361,4,40.0
45362,7,70.0
45363,4,40.0
45364,3,30.0
45365,5,50.0
45366,7,70.0
45367,6,60.0
45368,6,60.0
45369,7,70.0
45370,7,70.0
45371,8,80.0
45372,5,50.0
45373,4,40.0
45374,3,30.0
45375,3,30.0
45376,7,70.0
45377,4,40.0
45378,8,80.0
45379,4,40.0
45380,6,60.0
45381,9,90.0
45382,7,70.0
45383,5,50.0
45384,8,80.0
45385,6,60.0
45386,8,80.0
45387,5,50.0
45388,4,40.0
45389,4,40.0
45390,8,80.0
45391,8,80.0
45392,6,60.0
45393,3,30.0
45394,7,70.0
45395,6,60.0
45396,2,20.0
45397,7,70.0
45398,8,80.0
45399,6,60.0
45400,7,70.0
45401,6,60.0
45402,8,80.0
45403,5,50.0
45404,8,80.0
45405,8,80.0
45406,7,70.0
45407,6,60.0
45408,8,80.0
45409,8,80.0
45410,2,20.0
45411,6,60.0
45412,8,80.0
45413,5,50.0
45414,5,50.0
45415,8,80.0
45416,7,70.0
45417,6,60.0
45418,6,60.0
45419,2,20.0
45420,6,60.0
45421,5,50.0
45422,3,30.0
45423,5,50.0
45424,8,80.0
45425,5,50.0
45426,8,80.0
45427,7,70.0
45428,6,60.0
45429,4,40.0
45430,6,60.0
45431,4,40.0
45432,7,70.0
45433,6,60.0
45434,5,50.0
45435,4,40.0
45436,10,100.0
45437,6,60.0
45438,9,90.0
45439,9,90.0
45440,6,60.0
45441,6,60.0
45442,5,50.0
45443,8,80.0
45444,6,60.0
45445,7,70.0
45446,4,40.0
45447,3,30.0
45448,5,50.0
45449,4,40.0
45450,10,100.0
45451,9,90.0
45452,6,60.0
45453,7,70.0
45454,7,70.0
45455,4,40.0
45456,5,50.0
45457,5,50.0
45458,9,90.0
45459,3,30.0
45460,4,40.0
45461,5,50.0
45462,4,40.0
45463,8,80.0
45464,8,80.0
45465,7,70.0
45466,4,40.0
45467,6,60.0
45468,7,70.0
45469,5,50.0
45470,6,60.0
45471,5,50.0
45472,3,30.0
45473,7,70.0
45474,6,60.0
45475,5,50.0
45476,2,20.0
45477,6,60.0
45478,7,70.0
45479,6,60.0
45480,6,60.0
45481,7,70.0
45482,3,30.0
45483,6,60.0
45484,4,40.0
45485,7,70.0
45486,7,70.0
45487,5,50.0
45488,4,40.0
45489,7,70.0
45490,5,50.0
45491,2,20.0
45492,5,50.0
45493,3,30.0
45494,3,30.0
45495,4,40.0
45496,9,90.0
45497,6,60.0
45498,5,50.0
45499,2,20.0
45500,7,70.0
45501,6,60.0
45502,4,40.0
45503,6,60.0
45504,5,50.0
45505,8,80.0
45506,4,40.0
45507,7,70.0
45508,5,50.0
45509,5,50.0
45510,5,50.0
45511,7,70.0
45512,5,50.0
45513,5,50.0
45514,6,60.0
45515,7,70.0
45516,4,40.0
45517,7,70.0
45518,9,90.0
45519,5,50.0
45520,5,50.0
45521,3,30.0
45522,5,50.0
45523,6,60.0
45524,7,70.0
45525,7,70.0
45526,7,70.0
45527,7,70.0
45528,7,70.0
45529,9,90.0
45530,4,40.0
45531,5,50.0
45532,6,60.0
45533,10,100.0
45534,8,80.0
45535,3,30.0
45536,9,90.0
45537,10,100.0
45538,8,80.0
45539,5,50.0
45540,3,30.0
45541,7,70.0
45542,8,80.0
45543,3,30.0
45544,3,30.0
45545,3,30.0
45546,6,60.0
45547,7,70.0
45548,7,70.0
45549,8,80.0
45550,6,60.0
45551,6,60.0
45552,5,50.0
45553,8,80.0
45554,5,50.0
45555,8,80.0
45556,2,20.0
45557,6,60.0
45558,2,20.0
45559,7,70.0
45560,5,50.0
45561,8,80.0
45562,5,50.0
45563,5,50.0
45564,4,40.0
45565,5,50.0
45566,6,60.0
45567,9,90.0
45568,7,70.0
45569,9,90.0
45570,7,70.0
45571,4,40.0
45572,4,40.0
45573,6,60.0
45574,6,60.0
45575,2,20.0
45576,5,50.0
45577,6,60.0
45578,7,70.0
45579,5,50.0
45580,7,70.0
45581,7,70.0
45582,6,60.0
45583,5,50.0
45584,2,20.0
45585,6,60.0
45586,7,70.0
45587,6,60.0
45588,9,90.0
45589,2,20.0
45590,1,10.0
45591,5,50.0
45592,5,50.0
45593,6,60.0
45594,6,60.0
45595,5,50.0
45596,6,60.0
45597,5,50.0
45598,5,50.0
45599,7,70.0
45600,6,60.0
45601,9,90.0
45602,5,50.0
45603,7,70.0
45604,5,50.0
45605,7,70.0
45606,3,30.0
45607,5,50.0
45608,6,60.0
45609,4,40.0
45610,5,50.0
45611,8,80.0
45612,7,70.0
45613,8,80.0
45614,9,90.0
45615,9,90.0
45616,7,70.0
45617,6,60.0
45618,6,60.0
45619,5,50.0
45620,8,80.0
45621,6,60.0
45622,2,20.0
45623,5,50.0
45624,7,70.0
45625,3,30.0
45626,6,60.0
45627,6,60.0
45628,5,50.0
45629,7,70.0
45630,7,70.0
45631,5,50.0
45632,9,90.0
45633,6,60.0
45634,8,80.0
45635,4,40.0
45636,7,70.0
45637,10,100.0
45638,6,60.0
45639,9,90.0
45640,6,60.0
45641,4,40.0
45642,7,70.0
45643,5,50.0
45644,7,70.0
45645,4,40.0
45646,9,90.0
45647,9,90.0
45648,8,80.0
45649,3,30.0
45650,8,80.0
45651,7,70.0
45652,3,30.0
45653,9,90.0
45654,8,80.0
45655,7,70.0
45656,4,40.0
45657,6,60.0
45658,5,50.0
45659,2,20.0
45660,7,70.0
45661,10,100.0
45662,4,40.0
45663,9,90.0
45664,5,50.0
45665,6,60.0
45666,6,60.0
45667,3,30.0
45668,6,60.0
45669,8,80.0
45670,7,70.0
45671,4,40.0
45672,6,60.0
45673,4,40.0
45674,9,90.0
45675,8,80.0
45676,6,60.0
45677,6,60.0
45678,1,10.0
45679,9,90.0
45680,6,60.0
45681,6,60.0
45682,8,80.0
45683,6,60.0
45684,8,80.0
45685,7,70.0
45686,5,50.0
45687,7,70.0
45688,7,70.0
45689,6,60.0
45690,7,70.0
45691,8,80.0
45692,7,70.0
45693,6,60.0
45694,10,100.0
45695,5,50.0
45696,8,80.0
45697,7,70.0
45698,8,80.0
45699,5,50.0
45700,5,50.0
45701,4,40.0
45702,8,80.0
45703,7,70.0
45704,7,70.0
45705,8,80.0
45706,7,70.0
45707,6,60.0
45708,6,60.0
45709,8,80.0
45710,5,50.0
45711,8,80.0
45712,2,20.0
45713,7,70.0
45714,5,50.0
45715,6,60.0
45716,4,40.0
45717,8,80.0
45718,5,50.0
45719,7,70.0
45720,9,90.0
45721,4,40.0
45722,6,60.0
45723,2,20.0
45724,9,90.0
45725,6,60.0
45726,7,70.0
45727,8,80.0
45728,6,60.0
45729,6,60.0
45730,4,40.0
45731,3,30.0
45732,5,50.0
45733,6,60.0
45734,9,90.0
45735,6,60.0
45736,6,60.0
45737,6,60.0
45738,8,80.0
45739,5,50.0
45740,5,50.0
45741,7,70.0
45742,6,60.0
45743,6,60.0
45744,4,40.0
45745,9,90.0
45746,8,80.0
45747,3,30.0
45748,3,30.0
45749,3,30.0
45750,6,60.0
45751,1,10.0
45752,7,70.0
45753,7,70.0
45754,6,60.0
45755,8,80.0
45756,5,50.0
45757,7,70.0
45758,8,80.0
45759,9,90.0
45760,7,70.0
45761,8,80.0
45762,9,90.0
45763,4,40.0
45764,7,70.0
45765,5,50.0
45766,8,80.0
45767,3,30.0
45768,8,80.0
45769,7,70.0
45770,7,70.0
45771,9,90.0
45772,5,50.0
45773,7,70.0
45774,5,50.0
45775,5,50.0
45776,7,70.0
45777,7,70.0
45778,6,60.0
45779,6,60.0
45780,5,50.0
45781,4,40.0
45782,7,70.0
45783,3,30.0
45784,4,40.0
45785,6,60.0
45786,6,60.0
45787,5,50.0
45788,7,70.0
45789,5,50.0
45791,6,60.0
45792,5,50.0
45793,7,70.0
45794,5,50.0
45795,4,40.0
45796,4,40.0
45797,7,70.0
45798,9,90.0
45799,6,60.0
45800,7,70.0
45801,7,70.0
45802,4,40.0
45803,2,20.0
45804,5,50.0
45805,7,70.0
45806,7,70.0
45807,8,80.0
45808,5,50.0
45809,3,30.0
45810,9,90.0
45811,7,70.0
45812,6,60.0
45813,8,80.0
45814,6,60.0
45815,3,30.0
45816,5,50.0
45817,4,40.0
45818,5,50.0
45819,6,60.0
45820,1,10.0
45821,4,40.0
45822,4,40.0
45823,7,70.0
45824,4,40.0
45825,7,70.0
45826,6,60.0
45827,2,20.0
45828,3,30.0
45829,5,50.0
45830,5,50.0
45831,7,70.0
45832,6,60.0
45833,4,40.0
45834,7,70.0
45835,2,20.0
45836,8,80.0
45837,5,50.0
45838,5,50.0
45839,4,40.0
45840,6,60.0
45841,2,20.0
45842,6,60.0
45843,3,30.0
45844,5,50.0
45845,6,60.0
45846,5,50.0
45847,7,70.0
45848,5,50.0
45849,9,90.0
45850,5,50.0
45851,2,20.0
45852,6,60.0
45853,4,40.0
45854,4,40.0
45855,7,70.0
45856,5,50.0
45857,8,80.0
45858,5,50.0
45859,4,40.0
45860,7,70.0
45861,7,70.0
45862,3,30.0
45863,5,50.0
45864,4,40.0
45865,6,60.0
45866,8,80.0
45867,5,50.0
